ID,Task,Question,Sentence,Score
29800,1,20,The boy and his teddy bear are driving down the rode,2
66086,1,20,The boy is driving and looking in the distance.,2
58506,1,20,little boy and his teddy driving a  toy car ,0
81806,1,20,the child ride a car and the bear with him ,0
44888,1,20,A boy and his bear rode safely down the road.,2
96741,1,20,Teddy and the boy are riding a bicycle.,2
64265,1,20,The boy and bear are riding together.,2
63562,1,20,The kid and a teddy bear ride in a miniature car.,2
71269,1,20,The boy and his bear are in a car.,2
60395,1,21, the people playing while around the sea,0
99615,1,21,mom is checking her smart phone while the rest of her family are amusing themselves.,2
69634,1,21,The family sits while the people play frisbee.,2
52221,1,21,She checked Facebook while at the beach,2
82425,1,21,I will always read books while I am at beach,2
11381,1,21,The mother was reading while the kids were building sandcastles. ,2
69591,1,21,I played on the beach while my mom laid out.,2
15824,1,21,People are playing frisbee while others are having a conversation.,2
60627,1,21,A woman is busy with her phone while others are playing on the beach.,2
84138,1,21,The mom read a book while she visited the beach with her family.,2
48548,1,21,The rest of the family is enjoying the beach while mom posts stuff on Facebook,2
44074,1,21,The woman checked her email on her phone while her family enjoyed the beach around her.,2
19769,1,21,enjoying movement.,0
41262,1,21,the family vacation while the beach,0
83655,1,21,Smiling woman looking at her mobile phone while her family with four kids playing on beach.,0
94578,1,21,The kids play while the mom is on her phone.,2
97885,1,21,People play on the beach while others sit and relax.,2
83030,1,21,the mom reads while her kids play on the beach.,2
35985,1,21,"While the family was at the beach, they were busy making memories to last a lifetime.",2
94706,1,21,Smiling woman looking at her mobile phone while her family with four kids playing on beach,0
88150,1,21,the woman plays on her phone while her husband talks to the kids,2
29800,1,21,The family have been staying at the beach for a while,1
66086,1,21,She will look at her phone while the family enjoys the beach.,2
58506,1,21,The family went to a beach while on a vacation,2
81806,1,21,the people talking in the beach while playing ,0
44888,1,21,The people played a racquet game until the weather warmed up.,0
96741,1,21,The girl and father are talking while playing.,2
64265,1,21,The woman is texting while at the beach.,2
63562,1,21,The family lays on the sand while the others play a game.,2
71269,1,21,A woman is on her phone whole other talk.,0
60395,1,22,Beautiful parents and child instead of cooking food,0
99615,1,22,"instead of ordering a pizza, the family decided to make a homemade dinner.",2
69634,1,22,The family is baking instead of cooking.,2
52221,1,22,They made their own pizza instead of ordering one,2
82425,1,22,Use right hand instead of left hand,0
11381,1,22,The family used their hands instead of utensils. ,2
69591,1,22,I baked instead of cooked.,1
15824,1,22,The family are making dinner instead of going out.,2
60627,1,22,Father is cooking instead of mother.,2
84138,1,22,The family cooked dinner together instead of ordering out.,2
48548,1,22,We are going to cook instead of eating out,2
44074,1,22,They cooked as a family instead of the mom cooking alone.,2
19769,1,22,cooking in to the kitchen,0
41262,1,22,quit little girl and her beautiful parents are smile while cooking in instead,0
83655,1,22,Family Cooking Kitchen Food Togetherness Concept,0
94578,1,22,The dad helps bake instead of doing something else.,2
97885,1,22,A family prepares food together instead of eating out.,2
83030,1,22,the family is cooking instead of eating out.,2
35985,1,22,They cooked dinner together instead of going out to eat.,2
94706,1,22,"Family Cooking Kitchen Food Togetherness Concept
",0
88150,1,22,the family makes pancakes instead of waffles,2
29800,1,22,The family decided to cook at home instead,2
66086,1,22,They are cooking dinner instead of going out to eat.,2
58506,1,22,The man cooking  instead of his wife,1
81806,1,22,the child was working instead of cooking ,2
44888,1,22,Dad was cooking instead of mom. ,2
96741,1,22,All the family is cooking instead of eating.,2
64265,1,22,The are cooking instead of getting takeout.,2
63562,1,22,The family cooks spaghetti instead of pizza.,2
71269,1,22,The dad chose to mix the ingredients instead of letting his son.,1
60395,1,23,child is buy another food for her mom,0
99615,1,23,"the kids know that when they finish their cookie, they are sure to ask for another.",2
69634,1,23,The kid takes another cookie.,2
52221,1,23,The boy asked for another cookie,2
82425,1,23,Mom I need another one to eat,2
11381,1,23,The boy asked for another cookie,2
69591,1,23,"Another cookie, please.",1
15824,1,23,The boy wanted another cookie.,2
60627,1,23,The baby boy wants another cookie.,2
84138,1,23,The mom let the kids have another cookie.,2
48548,1,23,yes you can have another cookie,2
44074,1,23,The kids had another cookie.,2
19769,1,23,the children eating the biscuits ,0
41262,1,23,quit childrens  eating another the food,0
83655,1,23,Children eating the food and drinking the milk ,0
94578,1,23,The kids are offered another cookie.,2
97885,1,23,A mom offers her kids another cookie.,2
83030,1,23,The kids are heaving another cookie.,2
35985,1,23,The kids were thrilled to get another cookie to eat.,2
94706,1,23,children eating the food,0
88150,1,23,the boy reaches for another cookie,2
29800,1,23,The kids are happy to get another cookie,2
66086,1,23,The boy wants another cookie.,2
58506,1,23,Mom gives snacks for girl baby and her another son,0
81806,1,23,the child need another biscuit ,2
44888,1,23,Would you like another cookie?,2
96741,1,23,the lady is serving another plate.,2
64265,1,23,"Have another cookie, she said.",2
63562,1,23,The kids have another cookie.,2
71269,1,23,The mom offers her kids another cookie.,2
60395,1,24,Therefore the man is forget the money,0
99615,1,24,the man in front of the line is asking a difficult question; therefore everyone else in line is wondering what the hold up is.,2
69634,1,24,The man is broke therefore he cannot afford the purchase.,2
52221,1,24,He was broke therefor he couldn't pay,2
82425,1,24,I lost my money therefore I want to return this,2
11381,1,24,"He forgot his card, therefore, he was anxious",2
69591,1,24,"Therefore, I went grocery shopping",0
15824,1,24,"The man had no money, therefore he couldn't pay for his groceries.",2
60627,1,24,"A man is speaking something, therefore, he is communicating.",2
84138,1,24,"The man didn't have any money in his wallet, therefore he couldn't pay for his groceries.",2
48548,1,24,He is broke therefore he can't pay,2
44074,1,24,The man was surprised by the cost and therefore he reacted negatively.,2
19769,1,24,angry movement,0
41262,1,24,Embarrassed man at supermarket checkout forgot his money for payment.,0
83655,1,24,Embarrassed man at supermarket checkout forgot his money for payment,0
94578,1,24,"The man has no money, therefore cannot pay.",1
97885,1,24,"The man has no money, therefore he can't pay.",2
83030,1,24,The man forgot his money therefore he cant pay.,2
35985,1,24,"He had no money left, therefore he was not able to get groceries.",2
94706,1,24,Embarrassed man at supermarket checkout forgot his money for payment,0
88150,1,24,the man bought some items and therefore has to pay for them,2
29800,1,24,"The man does not have enough money, therefore, he must get out of line",2
66086,1,24,He is embarrassed about not having enough money therefore he will put the items back.,2
58506,1,24,He forgot money therefore he couldn't pay a bill,1
81806,1,24,the purse is empty therefore I can't pay the bill ,1
44888,1,24,"I don't have cash, therefore I cannot pay you.",2
96741,1,24,The man is shopping therefore he is in the queue.,2
64265,1,24,He had no money therefore he couldn't purchase it.,2
63562,1,24,The man forgot his money therefore he can't pay for his groceries.,2
71269,1,24,"The man gets angry at the cashier, therefore, he gets a discount.",2
63644,2,1,"A lot of people will be attending the funeral.
",2
90231,2,1,how many people allow to this meeting?,1
93434,2,1,The people crossed the street,2
38123,2,1,How many people attended the event?,2
50092,2,1,People like to play games.,2
87134,2,1,People are staring at us.,2
17406,2,1,Are there people around?,2
81494,2,1,"MANY PEOPLE READING BOOKS
",1
52498,2,1,People crowded into the room.,2
93430,2,1,I hope many people will come to the recital.,2
12027,2,1,Several people came to the party late.,2
37796,2,1,There are so many people here.,2
32807,2,1,A lot of people attended the party.,2
74643,2,1,People need love,2
82633,2,1,Millions of people saw the eclipse.,2
50075,2,1,How many people were at the concert?,2
13518,2,1,Some people ought not to wear tube tops. ,2
70220,2,1,People are going to the event. ,2
15649,2,1,There is a gathering of people in the park.,2
17354,2,1,People are crazy about money,2
56972,2,1,People are to busy with their jobs to notice.,1
86927,2,1,There were so many people at the party.,2
63359,2,1,People are strange.,2
86894,2,1,People are dancing in the street.,2
39469,2,1,People think I'm crazy!,2
65475,2,1,People are happy today.,2
45596,2,1,It can be hard to get to know other people.,2
40756,2,1,There are people waiting in line for lunch.,2
50103,2,1,People are strange.,2
38855,2,1,Why are people so different?,2
63644,2,2,I found a wedding ring in the sand at the beach.,2
90231,2,2,I could found it.,1
93434,2,2,She found her purse,2
38123,2,2,I found some treasure today.,2
50092,2,2,I found a wallet.,2
87134,2,2,I found your shoes over here.,2
17406,2,2,What has been found?,2
81494,2,2,There is a new planet found in the solar system,1
52498,2,2,He found the stolen wallet.,2
93430,2,2,I found a $20 bill on the sidewalk.,2
12027,2,2,The man was relieved when he found his wallet.,2
37796,2,2,I found my missing shirt.,2
32807,2,2,I found your hat.,2
74643,2,2,I found the right size,2
82633,2,2,A kind person found his cell phone and returned it to him.,2
50075,2,2,She found the ball that she lost last week.,2
13518,2,2,She found a nickel stuck to the small of her back. ,2
70220,2,2,I found a stray cat. ,2
15649,2,2,The lost and found department is quite cluttered.,2
17354,2,2,I found a wallet on the road,2
56972,2,2,We found some money on the street.,2
86927,2,2,I found a lost dog in the parking lot.,2
63359,2,2,I found a reason to live.,2
86894,2,2,I found a wallet.,2
39469,2,2,I found a dead body in my basement.,2
65475,2,2,I found my sock.,2
45596,2,2,I have found that social situations are often complex.,2
40756,2,2,I found ten dollars on the sidewalk.,2
50103,2,2,I found a puppy.,2
38855,2,2,What have you found today?,2
63644,2,3,I will never take a vacation with him again.,2
90231,2,3,I never forget that moment,2
93434,2,3,He never stole anything,2
38123,2,3,I can never be dull.,2
50092,2,3,I will never eat meat.,2
87134,2,3,He never comes to visit anymore.,2
17406,2,3,I never did that.,2
81494,2,3,I will never go wrong,2
52498,2,3,The woman never went near the house.,2
93430,2,3,I hope I never have to testify in court.,2
12027,2,3,The boy had never seen such a tall person before.,2
37796,2,3,I never want to ride the roller coaster again.,2
32807,2,3,I never thought I'd do that.,2
74643,2,3,I'm never going back there,2
82633,2,3,That's a choice that she will never make.,2
50075,2,3,He never eats chocolate late at night.,2
13518,2,3,My cat would never poo in your garden. ,2
70220,2,3,I never want to go to the basement. ,2
15649,2,3,Never say that you won't win the lottery!,2
17354,2,3,Never get compromised for a second option,0
56972,2,3,I never have traveled abroad.,2
86927,2,3,I never said that I didn't want to stay friends.,2
63359,2,3,I never learned to swim.,2
86894,2,3,I never go swimming.,2
39469,2,3,Never give surveys to weirdos on Mturk.,2
65475,2,3,I never tried that before.,2
45596,2,3,I never want to give up. ,2
40756,2,3,I could never watch a scary movie.,2
50103,2,3,I will never go in that cave.,2
38855,2,3,I will never eat another fish.,2
63644,2,4,Your house is so pretty this year.,2
90231,2,4,the house is painted green,2
93434,2,4,The house was painted white,2
38123,2,4,I bought a new house.,2
50092,2,4,I live in a house.,2
87134,2,4,We can go to my house.,2
17406,2,4,I live in a house.,2
81494,2,4,My house is a big house,2
52498,2,4,The man lived in the house.,2
93430,2,4,I would love to own my own house.,2
12027,2,4,The family moved into their new house.,2
37796,2,4,My house is the one on the corner.,2
32807,2,4,My new house is very large.,2
74643,2,4,This house is huge,2
82633,2,4,We'll have the party inside the house since it's raining.,2
50075,2,4,He left his jacket at his friends house.,2
13518,2,4,Her house sits at the corner of Fellows and Bridgestone. ,2
70220,2,4,The house is for sale. ,2
15649,2,4,The man's house burned to the ground yesterday.,2
17354,2,4,I am living in a Individual house,2
56972,2,4,My house is clean.,2
86927,2,4,I love the new house we just bought.,2
63359,2,4,That house is big.,2
86894,2,4,I bought a house.,2
39469,2,4,The house is empty.,2
65475,2,4,I just bought a house.,2
45596,2,4,My house is one of the older ones in the neighborhood.,2
40756,2,4,The house was decorated for Christmas.,2
50103,2,4,The house is large.,2
38855,2,4,I like to sleep in my house.,2
63644,2,5,My brother fell down the stairs yesterday.,2
90231,2,5,I fell down in the river,2
93434,2,5,She fell out of the tree,2
38123,2,5,I fell off a tree long ago.,2
50092,2,5,They fell off a cliff.,2
87134,2,5,I fell and hurt my knee.,2
17406,2,5,I fell in love.,2
81494,2,5,The fruit fell from the tree,2
52498,2,5,The woman fell in her yard.,2
93430,2,5,The woman fell in her bathtub.,2
12027,2,5,The old man fell down the stairs.,2
37796,2,5,The boy fell when he was playing.,2
32807,2,5,I fell down the ladder.,2
74643,2,5,I fell on the floor,2
82633,2,5,The meteor fell in a remote area of the desert.,2
50075,2,5,She fell over the rock and hurt her knee.,2
13518,2,5,The figurine fell from its perch on the mantel. ,2
70220,2,5,I fell down on my funny bone. ,2
15649,2,5,Did you see it when the woman fell on the ice?,2
17354,2,5,Ram fell down,1
56972,2,5,She fell over the table.,2
86927,2,5,He fell off the back of the truck.,2
63359,2,5,He fell down a stairwell.,2
86894,2,5,I fell down the stairs.,2
39469,2,5,I fell in a well.,2
65475,2,5,I fell in love with her.,2
45596,2,5,Part of our tomato plant fell out of its cage.,2
40756,2,5,The little boy fell off his bike.,2
50103,2,5,I fell four times.,2
38855,2,5,I fell on the curb yesterday.,2
63644,2,6,I always think of her at this time of year.,2
90231,2,6,I always happy with you,1
93434,2,6,He was always careful,2
38123,2,6,I always make sure I keep the windows open.,2
50092,2,6,I always leave a tip.,2
87134,2,6,I always watching where I'm going.,1
17406,2,6,I always clean up.,2
81494,2,6,I AM ALWAYS DRINKING WATER,2
52498,2,6,He always knows what to do.,2
93430,2,6,We should always be kind to others.,2
12027,2,6,The woman always smiled and waved when she saw her neighbors.,2
37796,2,6,I always remember to take my medicine.,2
32807,2,6,I will always remember you.,2
74643,2,6,You'll always be my baby,2
82633,2,6,There will always be someone to assist you.,2
50075,2,6,Always look both ways before crossing the street.,2
13518,2,6,She is always nattering on about her Stanford degree. ,2
70220,2,6,I always like to eat at home. ,2
15649,2,6,Always thank someone when they do you a favor.,2
17354,2,6,I am always prepared,2
56972,2,6,We always go out to eat together.,2
86927,2,6,I always have salmon once a week.,2
63359,2,6,Something always comes up.,2
86894,2,6,I always brush my teeth.,2
39469,2,6,Always eat people.,1
65475,2,6,I will always go home for Christmas.,2
45596,2,6,I always look on the bright side.,2
40756,2,6,I was always glad I got to know my grandparents.,2
50103,2,6,Always a good idea.,0
38855,2,6,I will always love sour candy.,2
63644,2,7,We usually don't go until fall.,2
90231,2,7,usually I get up in the early morning,2
93434,2,7,She usually did her homework,2
38123,2,7,I usually eat healthy.,2
50092,2,7,Usually I get the donut and coffee.,2
87134,2,7,I usually pay at the end of the month.,2
17406,2,7,I usually don't mind.,2
81494,2,7,I am regular usually herbal product,0
52498,2,7,She is usually in the right.,2
93430,2,7,I am usually a very happy person.,2
12027,2,7,The girl was usually late for school.,2
37796,2,7,I usually eat oatmeal for breakfast.,2
32807,2,7,I usually walk to work.,2
74643,2,7,I usually get up early,2
82633,2,7,He usually arrives on time.,2
50075,2,7,She usually goes to bed at ten in the evening.,2
13518,2,7,There are usually a few teenagers milling around that gas station. ,2
70220,2,7,I usually am the one without a date. ,2
15649,2,7,It usually doesn't rain in August.,2
17354,2,7,I usually prepare rice,2
56972,2,7,I usually go to sleep early.,2
86927,2,7,Do you usually put garlic in your pasta sauce?,2
63359,2,7,Usually it lasts about an hour.,2
86894,2,7,People usually are nice.,2
39469,2,7,I usually don't eat people.,2
65475,2,7,I don't usually eat here.,2
45596,2,7,I usually think first before I do something. ,2
40756,2,7,I usually eat lunch at my desk on workdays.,2
50103,2,7,Usually I don't do that.,2
38855,2,7,I usually do not do anything fun.,2
63644,2,8,The children are playing so quietly.,2
90231,2,8,he is playing in the ground,1
93434,2,8,He was playing with his dog,2
38123,2,8,I love playing in the rain.,2
50092,2,8,I like playing with fire.,2
87134,2,8,He is just playing games with you.,2
17406,2,8,I'm playing a game.,2
81494,2,8,I always playing cricket,1
52498,2,8,The children are playing tag.,2
93430,2,8,The children are playing in the park.,2
12027,2,8,The boys enjoyed playing in the pool.,2
37796,2,8,The kids are all playing outside.,2
32807,2,8,We were playing a game.,2
74643,2,8,I'm playing volleyball tonight,2
82633,2,8,The children have been playing that game for hours.,2
50075,2,8,She was playing catch with her best friend.,2
13518,2,8,They were playing with the hamster. ,2
70220,2,8,I like playing cards with friends. ,2
15649,2,8,The kids were playing video games last night.,2
17354,2,8,Playing games is very interesting,2
56972,2,8,Kids are playing on the sidewalk.,2
86927,2,8,Our kids sure do love playing together.,2
63359,2,8,The kids are playing in the park.,2
86894,2,8,We are playing a game.,2
39469,2,8,Playing piano is fun!,2
65475,2,8,I like playing with the kids.,2
45596,2,8,My daughter enjoyed playing in the backyard yesterday.,2
40756,2,8,The children were playing in the sandbox.,2
50103,2,8,Playing with my cat.,0
38855,2,8,"I like playing with my cat.
",2
63644,2,9,I am the tallest of the children.,2
90231,2,9,he is tallest person in my street,1
93434,2,9,The fir was the tallest tree,2
38123,2,9,I am the tallest in my class.,2
50092,2,9,Who is the tallest man?,2
87134,2,9,He is the tallest guy I know.,2
17406,2,9,I'm the tallest of my family.,2
81494,2,9,I am tallest man in my group,1
52498,2,9,He is the tallest child in his class.,2
93430,2,9,I think that is the tallest building in the city.,2
12027,2,9,The girl was the tallest person in her class.,2
37796,2,9,Who is the tallest in the class?,2
32807,2,9,The tallest man is standing next to me.,2
74643,2,9,He's the tallest guy,2
82633,2,9,He was the tallest athlete on the team.,2
50075,2,9,The giraffe was the tallest animal he had ever seen.,2
13518,2,9,The tallest building in that town is the plasma center.,2
70220,2,9,I was the tallest person in the class. ,2
15649,2,9,What is the tallest building in the world?,2
17354,2,9,He is the tallest man,2
56972,2,9,He was the tallest player on the team.,2
86927,2,9,Bobby is the tallest boy in fifth grade.,2
63359,2,9,The older boy is the tallest.,2
86894,2,9,I am the tallest man.,2
39469,2,9,The tallest man is a freak.,2
65475,2,9,I was the tallest kid in grade school.,2
45596,2,9,I am one of the tallest people in my family.,2
40756,2,9,The tallest boy could dunk the basketball.,2
50103,2,9,The tallest person was five foot.,2
38855,2,9,What is the tallest building in the world.,1
63644,2,10,The most you can buy is one.,2
90231,2,10,you are most welcome.,2
93434,2,10,Most people love dogs,2
38123,2,10,What is the most desirable thing you have ever done?,2
50092,2,10,The most famous dog is Hachiro,2
87134,2,10,He eats most kinds of seafood.,2
17406,2,10,I'm most likely to grow hair.,2
81494,2,10,Peoples most used mobile phones,0
52498,2,10,The movie theater has the most new films.,2
93430,2,10,She ate most of the donuts.,2
12027,2,10,The man ate the most food out of everyone.,2
37796,2,10,Most of my books are romance novels.,2
32807,2,10,This seems to be the most difficult lesson.,2
74643,2,10,Most dogs are good,2
82633,2,10,They will start cleaning up when most of the guests leave.,2
50075,2,10,Most of the people at the party brought a dish to pass.,2
13518,2,10,There is at most five cats under that porch. ,1
70220,2,10,I like the BBQ burger the most. ,2
15649,2,10,When do most bank robberies occur?,2
17354,2,10,Most people like him,2
56972,2,10,Most places don't serve dessert.,2
86927,2,10,What do you most want to do with your life?,2
63359,2,10,Most streams are small.,2
86894,2,10,I like most dogs.,2
39469,2,10,The most I've eaten is 100 hot dogs.,2
65475,2,10,This is the most fun I've had in a while.,2
45596,2,10,Working hard toward a goal is one of the most rewarding things.,2
40756,2,10,The most fun I ever had was at the beach last summer.,2
50103,2,10,Most I have ran is 3 miles.,0
38855,2,10,What is the most successful person.,1
63644,2,11,That was her last day of school.,2
90231,2,11,last but not least,0
93434,2,11,She ate the last piece of cake,2
38123,2,11,I hate to be last.,2
50092,2,11,The last train already left.,2
87134,2,11,I was the last person in line.,2
17406,2,11,It wouldn't last.,2
81494,2,11,Last Sunday going to booty,0
52498,2,11,She is the last one to finish the race.,2
93430,2,11,The runner who came in last will still get a certificate.,2
12027,2,11,She was often the last to arrive.,2
37796,2,11,I was the last to leave the room.,2
32807,2,11,I finished the race in last place.,2
74643,2,11,You're in last place,2
82633,2,11,This will be her last exam for the semester.,2
50075,2,11,The last cookie in the jar was broken.,2
13518,2,11,He ate the last 18 inches of the sub. ,2
70220,2,11,The last one in the water is a rotten egg. ,2
15649,2,11,Last night's sunset was spectacular.,2
17354,2,11,Yesterday was the last working day,2
56972,2,11,Last night I went to the movies.,2
86927,2,11,I just don't want to come in last in the race.,2
63359,2,11,The last place runner fell down.,2
86894,2,11,I was the last one left.,2
39469,2,11,That last sentence was a lie.,2
65475,2,11,Last on is a rotten egg.,1
45596,2,11,Today is the last day of July.,2
40756,2,11,The last thing I remember was falling down the hill.,2
50103,2,11,The last time I went was yesterday.,2
38855,2,11,What is the last car you owned.,2
63644,2,12,Wait until you can safely cross the street.,2
90231,2,12,he is now feeling safely,1
93434,2,12,She crossed the street safely,2
38123,2,12,Can we safely cross the street?,2
50092,2,12,I safely crossed the border.,2
87134,2,12,She can walk there safely.,2
17406,2,12,I am safely home.,2
81494,2,12,He bathed in the river and came safely,1
52498,2,12,The boat returned to port safely.,2
93430,2,12,Let me know that you got home safely.,2
12027,2,12,He encouraged his son to drive safely.,2
37796,2,12,He walked me safely home.,2
32807,2,12,I wore the proper protective equipment to handle the chemicals safely.,2
74643,2,12,I got home safely,2
82633,2,12,The tour guide will help ensure that you get back to the hotel safely.,2
50075,2,12,He safely road his bike down the road.,2
13518,2,12,You can safely maneuver the truck down the driveway. ,2
70220,2,12,I made it home safely. ,2
15649,2,12,Can you safely cross the street?,2
17354,2,12,He safely arrived,2
56972,2,12,Drive home safely.,2
86927,2,12,He needs to safely remove the bomb from the building.,2
63359,2,12,Safely return to the starting line.,2
86894,2,12,We arrived safely.,2
39469,2,12,I can safely say I'm being strange.,2
65475,2,12,Move safely up the latter. ,1
45596,2,12,When I take my kids somewhere I want to arrive at our destination safely.,2
40756,2,12,The children make it across the lake safely.,2
50103,2,12,I safely went yesterday.,2
38855,2,12,What can you safely do?,2
63644,2,13,Take your shoes off before going in.,2
90231,2,13,I take it before he come,1
93434,2,13,He went to the store before he went to school,2
38123,2,13,Have I met you before?,2
50092,2,13,I am before the judge.,2
87134,2,13,Look before you cross the street.,2
17406,2,13,The land before time.,0
81494,2,13,I had never eaten before,2
52498,2,13,The family came home before dark.,2
93430,2,13,I can't remember what life was like before cell phones.,2
12027,2,13,They fell asleep before midnight.,2
37796,2,13,"Before I left, I remembered to grab a snack for later.",2
32807,2,13,I got dressed before going to work.,2
74643,2,13,Wait before you go,2
82633,2,13,You must answer all questions correctly before you can proceed to the next task.,2
50075,2,13,He brushed his teeth before going to bed.,2
13518,2,13,I left before she arrived. ,2
70220,2,13,I was there before he was. ,2
15649,2,13,Did you change the calendar before or after work?,2
17354,2,13,I must get up before 7,2
56972,2,13,I went to school before I started working.,2
86927,2,13,Go wash your hands before we have dinner.,2
63359,2,13,Never before has this happened.,2
86894,2,13,I love you more than before.,2
39469,2,13,"Before I flew away, I brushed my teeth.",2
65475,2,13,Before you go in grab the mail.,2
45596,2,13,I try to think before I speak.,2
40756,2,13,I always wash my hands before preparing a meal.,2
50103,2,13,Before I went to the gym.,0
38855,2,13,Why did you do before tomorrow?,1
63644,2,14,"That was then, this is now.",2
90231,2,14,he is looking handsome then Rahul,0
93434,2,14,"Then, he went home",2
38123,2,14,I can see you later then.,2
50092,2,14,She then walked over the stage.,2
87134,2,14,I hope you can come over then.,2
17406,2,14,Then I went over here.,2
81494,2,14,You come later then and look at me,2
52498,2,14,He turned left and then right.,2
93430,2,14,"That was then, this is now.",2
12027,2,14,He laughed then became serious.,2
37796,2,14,Then I walked across the street to get to the restaurant.,2
32807,2,14,First I put on my socks then I put on my shoes.,2
74643,2,14,If you're not busy then let's go out,2
82633,2,14,He likes to watch TV now and then.,2
50075,2,14,He put on his socks then his shoes.,2
13518,2,14,It was then that I noticed her mole.,2
70220,2,14,Then there were a few left. ,2
15649,2,14,The prices were cheaper back then.,2
17354,2,14,what did you do then?,2
56972,2,14,Back then I didn't know what I was doing.,2
86927,2,14,I will do my homework first and then watch TV.,2
63359,2,14,Eat this then eat that.,2
86894,2,14,Back then it was nice.,2
39469,2,14,I ran then flew.,2
65475,2,14,Then we went to the car show.,2
45596,2,14,I wish I knew then what I know now in the future.,2
40756,2,14,I want to wash the dishes and then relax for awhile.,2
50103,2,14,I then went to the store.,2
38855,2,14,Then you can go backwards.,2
63644,2,15,I would like a drink after dinner.,2
90231,2,15,I got it after lunch,2
93434,2,15,"After school, she went to the library",2
38123,2,15,Can I call you after the meeting?,2
50092,2,15,She went after the billionaire.,2
87134,2,15,Let's eat after the movie ends.,2
17406,2,15,"After the show is over.,",0
81494,2,15,After coming in house,0
52498,2,15,He woke up after the alarm went off.,2
93430,2,15,The letter B comes after the letter A.,2
12027,2,15,She smiled after everyone had left.,2
37796,2,15,"After I got home from work, I ate dinner.",2
32807,2,15,I went out after the sun set.,2
74643,2,15,I slept after the game,2
82633,2,15,There will be no more pop quizzes after this one.,2
50075,2,15,After dinner he brushed his teeth.,2
13518,2,15,You can't swim for thirty minutes after eating. ,2
70220,2,15,I am going there after the dance. ,2
15649,2,15,After dinner can we go to the pool?,2
17354,2,15,Please come after 10 am,2
56972,2,15,We're going swimming after lunch.,2
86927,2,15,Are you going to Sarah's house after the party?,2
63359,2,15,Shower up after working out.,2
86894,2,15,Should we get ice cream after lunch?,2
39469,2,15,"After that, I plummeted to the earth.",2
65475,2,15,After we ate we went out mini golfing.,2
45596,2,15,After my son graduated from high school we took him out to dinner. ,2
40756,2,15,I will go to bed after this movie is over.,2
50103,2,15,"After the trip, I went home.",2
38855,2,15,What happened after yesterday?,2
63644,2,16,Don't open it unless he says to.,2
90231,2,16,If I went to hospital unless you come,0
93434,2,16,She can't play games unless she does her home work first,2
38123,2,16,I would attend your party unless I think otherwise.,2
50092,2,16,"Unless we win this match, we are out of the tournament.",2
87134,2,16,I don't want to go unless you're going also.,2
17406,2,16,Unless you got something better?,0
81494,2,16,unless scene cut it,0
52498,2,16,He cannot go unless it rains.,2
93430,2,16,I will meet you at the park unless it rains.,2
12027,2,16,She wasn't happy unless her boyfriend was with her.,2
37796,2,16,I will fail this test unless I study really hard.,2
32807,2,16,You shouldn't go to his house unless his girlfriend isn't home.,2
74643,2,16,I'll be home unless something goes wrong,2
82633,2,16,She will not take the trip unless the weather is cooler.,2
50075,2,16,Don't take the computer to school unless your teacher asks you to bring it.,2
13518,2,16,She will lose her license unless she pays those fees. ,2
70220,2,16,"Unless you tell me no, I am going to the concert. ",2
15649,2,16,"Unless it rains tonight, I'll need to water the lawn.",2
17354,2,16,Unless you agree I wont do that,2
56972,2,16,She works late unless someone covers for her.,2
86927,2,16,I won't go unless you go with me.,2
63359,2,16,I can't sleep unless I have a few drinks.,2
86894,2,16,I wont dance unless asked.,2
39469,2,16,I will die unless I use alchemy.,2
65475,2,16,Unless we leave so we won't be there on time.,0
45596,2,16,I can't concentrate unless its quiet.,2
40756,2,16,I won't go with you unless you tell me where we're going.,2
50103,2,16,"Unless is stops, don't go.",0
38855,2,16,have you found it unless you need to use it?,0
63644,2,17,I would also like an extra napkin.,2
90231,2,17,he is also a good singer,2
93434,2,17,He also bought cookies,2
38123,2,17,He also came here along with his wife.,2
50092,2,17,I will also eat fruit.,2
87134,2,17,I also wrote him a note.,2
17406,2,17,I also did that.,2
81494,2,17,also available here,0
52498,2,17,She will be seeing others on Tuesday also.,2
93430,2,17,I also need to buy some dish soap.,2
12027,2,17,They were mad but also relieved when their son came home late.,2
37796,2,17,Brad also wanted to go see the movie.,2
32807,2,17,We can also take her.,2
74643,2,17,He helped also,1
82633,2,17,The guest speaker will also touch on marketing techniques.,2
50075,2,17,Hi sister also has red hair.,2
13518,2,17,It was also very cold in the spare room. ,2
70220,2,17,I also like this chicken sandwich. ,2
15649,2,17,Can you also get me a loaf of bread from the store?,2
17354,2,17,It is also famous for sweets,2
56972,2,17,He also forgot to brush his teeth today.,2
86927,2,17,I also love to eat Mexican food.,2
63359,2,17,I eat and I drink often.,0
86894,2,17,I also like candy.,2
39469,2,17,Alchemy is also probably not real.,2
65475,2,17,I also like to go swimming. ,2
45596,2,17,I feel like what I have to say is also as important as what others say.,2
40756,2,17,I also love to read.,2
50103,2,17,"Also, what time is it.",1
38855,2,17,What will you do also for the team?,1
63644,2,18,It fell over because of the strong winds.,2
90231,2,18,I like him because of his character,2
93434,2,18,She ate because she was hungry,2
38123,2,18,I can't go because I have other plans.,2
50092,2,18,I want to fly because it seems cool.,2
87134,2,18,I called because I had a question to ask.,2
17406,2,18,Because I can.,0
81494,2,18,because I am busy ,0
